# gname               ra          dec         era       edec      l         b          el                      eb                      Speak   eSpeak   Sint   eSint   RMS       SNR   Yf     Reff   Npix   Simb_class       GD_name           
  G019.8935-00.1352   276.95388   -11.64582   3.89E-5   3.89E-5   19.89347  -0.13521   3.85026441636166E-5     3.823139154694557E-5    0.0     0.0      0.0    0.0     7.03E-5   5.1   1.17   0.6    16     none             NULL              
  G019.8985-00.1094   276.93295   -11.62938   2.95E-5   2.95E-5   19.89848  -0.10942   2.9450742875295944E-5   2.9127764897436718E-5   0.0     0.0      0.0    0.0     7.75E-5   6.8   1.08   0.6    20     none             G019.899-00.109   
  G019.9006+00.7902   276.12213   -11.20799   3.87E-5   3.87E-5   19.90056  0.79015    3.839756771335942E-5    3.838527414718059E-5    0.0     0.0      0.0    0.0     8.32E-5   5.1   1.17   0.6    16     none             NULL              
  G019.9045-00.0272   276.86153   -11.58581   3.97E-5   3.97E-5   19.90451  -0.02723   3.9596176147529294E-5   3.879605496224741E-5    0.0     0.0      0.0    0.0     8.02E-5   5.0   1.13   0.5    15     none             NULL              
  G019.9053-00.1458   276.96905   -11.64032   3.82E-5   3.82E-5   19.90525  -0.14581   3.775200331932497E-5    3.768667928146959E-5    0.0     0.0      0.0    0.0     7.52E-5   5.2   1.18   0.6    17     none             NULL              
  G019.9063+00.7056   276.20108   -11.2425    3.96E-5   3.96E-5   19.90626  0.70556    3.894774512758137E-5    3.890083995380286E-5    0.0     0.0      0.0    0.0     8.54E-5   5.0   1.04   0.5    14     none             NULL              
  G019.9091-00.1102   276.93875   -11.62035   3.84E-5   3.84E-5   19.90913  -0.11025   3.834533174001735E-5    3.7639151464797386E-5   0.0     0.0      0.0    0.0     7.48E-5   5.2   0.96   0.5    13     none             NULL              
  G019.9172+00.0329   276.81322   -11.54663   3.82E-5   3.82E-5   19.91715  0.03291    3.8191603040740594E-5   3.769090317725919E-5    0.0     0.0      0.0    0.0     7.52E-5   5.2   1.02   0.5    15     none             NULL              
  G019.9179+00.3285   276.54671   -11.40823   3.89E-5   3.89E-5   19.91793  0.32849    3.875675261869911E-5    3.866443939679196E-5    0.0     0.0      0.0    0.0     7.13E-5   5.1   1.45   0.6    20     none             NULL              
  G019.9257+00.3334   276.54598   -11.39909   3.89E-5   3.89E-5   19.92568  0.33338    3.8997071818247976E-5   3.8578705615291046E-5   0.0     0.0      0.0    0.0     6.9E-5    5.1   1.45   0.6    20     none             NULL              
  G019.9302-00.6644   277.45001   -11.85901   3.81E-5   3.81E-5   19.93018  -0.66439   3.799248674177236E-5    3.713635633409866E-5    0.0     0.0      0.0    0.0     1.15E-4   5.2   1.6    0.7    24     none             G019.930-00.664   
  G019.9305-00.6638   277.44965   -11.85846   3.93E-5   3.93E-5   19.93051  -0.66383   3.8925002729062836E-5   3.852532225815253E-5    0.0     0.0      0.0    0.0     1.13E-4   5.1   2.2    0.8    32     none             G019.930-00.664   
  G019.9364+00.5205   276.38229   -11.30232   3.11E-5   3.11E-5   19.93639  0.52049    3.109516600077132E-5    3.074095928480592E-5    0.0     0.0      0.0    0.0     8.55E-5   6.4   1.4    0.7    25     none             G019.937+00.519   
  G019.9368+00.5191   276.3837    -11.30259   3.88E-5   3.88E-5   19.93679  0.51913    3.858668077119266E-5    3.818444582015512E-5    0.0     0.0      0.0    0.0     8.75E-5   5.1   1.23   0.6    17     none             G019.937+00.519   
  G019.9375+00.5184   276.38469   -11.30225   3.43E-5   3.43E-5   19.93755  0.51843    3.3883681660573135E-5   3.3511467248707E-5      0.0     0.0      0.0    0.0     8.65E-5   5.8   1.45   0.7    23     none             G019.937+00.519   
  G019.9378+00.1009   276.7616    -11.49666   3.2E-5    3.2E-5    19.93783  0.10094    3.171627008743942E-5    3.157227992879495E-5    0.0     0.0      0.0    0.0     7.53E-5   6.2   1.05   0.6    18     none             NULL              
  G019.9384+00.5180   276.38554   -11.30169   3.68E-5   3.68E-5   19.93843  0.51795    3.7363125648506635E-5   3.625296631008504E-5    0.0     0.0      0.0    0.0     8.58E-5   5.4   1.43   0.6    21     none             G019.937+00.519   
  G019.9443+00.9117   276.03347   -11.11245   3.64E-5   3.64E-5   19.94432  0.91171    3.644861201823362E-5    3.587852688376008E-5    0.0     0.0      0.0    0.0     1.16E-4   5.5   5.09   1.4    100    none             G019.945+00.913   
  G019.9463-00.8941   277.66567   -11.9511    3.94E-5   3.94E-5   19.94631  -0.89407   3.943148570703591E-5    3.884347091594935E-5    0.0     0.0      0.0    0.0     8.19E-5   5.1   1.06   0.5    15     none             NULL              
  G019.9465-00.5983   277.3979    -11.81394   3.92E-5   3.92E-5   19.94647  -0.59831   3.87856709714273E-5     3.875477043731185E-5    0.0     0.0      0.0    0.0     9.55E-5   5.1   1.07   0.5    15     none             NULL              
  G019.9525-00.9363   277.7069    -11.96518   3.57E-5   3.57E-5   19.9525   -0.93635   3.578373924846567E-5    3.532975640016748E-5    0.0     0.0      0.0    0.0     7.47E-5   5.6   1.32   0.6    21     none             G019.953-00.935   
  G019.9589-00.2629   277.10038   -11.64722   3.79E-5   3.79E-5   19.95893  -0.2629    3.728486649466964E-5    3.714525193369488E-5    0.0     0.0      0.0    0.0     7.56E-5   5.3   1.28   0.6    19     none             NULL              
  G019.9619+00.9840   275.97675   -11.06308   3.98E-5   3.98E-5   19.96191  0.98401    3.942980045145291E-5    3.969569153166552E-5    0.0     0.0      0.0    0.0     7.74E-5   5.0   1.07   0.5    14     none             NULL              
  G019.9656+00.8052   276.13958   -11.1435    3.94E-5   3.94E-5   19.96558  0.80517    3.934810120721342E-5    3.871816958246754E-5    0.0     0.0      0.0    0.0     8.48E-5   5.1   1.17   0.5    15     none             NULL              
  G019.9685-00.3046   277.14261   -11.65808   3.01E-5   3.01E-5   19.96853  -0.30458   3.0035183639072962E-5   2.9528996799063043E-5   0.0     0.0      0.0    0.0     7.83E-5   6.6   1.03   0.6    18     none             NULL              
  G019.9703-01.0004   277.77333   -11.97901   3.97E-5   3.97E-5   19.9703   -1.00036   3.962533728142997E-5    3.953224757052517E-5    0.0     0.0      0.0    0.0     9.4E-5    5.0   1.24   0.6    17     none             NULL              
  G019.9735+00.6919   276.24548   -11.18944   3.9E-5    3.9E-5    19.97353  0.69185    3.8586113297905074E-5   3.83291094871278E-5     0.0     0.0      0.0    0.0     7.78E-5   5.1   1.31   0.6    18     none             NULL              
  G019.9751+01.0276   275.94378   -11.03106   3.87E-5   3.87E-5   19.97507  1.0276     3.870053215325713E-5    3.8026298145089046E-5   0.0     0.0      0.0    0.0     1.38E-4   5.1   1.54   0.7    22     none             NULL              
  G019.9810+00.3233   276.58139   -11.35489   3.89E-5   3.89E-5   19.98097  0.32329    3.84009138378529E-5     3.850640532620785E-5    0.0     0.0      0.0    0.0     7.39E-5   5.1   1.11   0.5    15     none             NULL              
  G019.9846-00.6022   277.41949   -11.78201   3.1E-5    3.1E-5    19.98456  -0.60223   3.08354807364108E-5     3.0465006565152292E-5   0.0     0.0      0.0    0.0     7.98E-5   6.4   1.41   0.7    25     none             NULL              
  G019.9849+00.5004   276.42346   -11.26881   3.78E-5   3.78E-5   19.98487  0.50042    3.782589441765703E-5    3.771290136178619E-5    0.0     0.0      0.0    0.0     7.31E-5   5.3   1.1    0.6    16     none             NULL              
  G019.9871-00.7720   277.57435   -11.85845   3.88E-5   3.88E-5   19.98706  -0.77197   3.8916063682211615E-5   3.794834793665827E-5    0.0     0.0      0.0    0.0     7.45E-5   5.1   1.3    0.6    18     none             NULL              
  G019.9884+00.1226   276.76611   -11.44179   3.96E-5   3.96E-5   19.98844  0.12257    3.976094308009203E-5    3.8868621752701056E-5   0.0     0.0      0.0    0.0     7.8E-5    5.0   1.36   0.6    18     none             NULL              
  G019.9907-00.7704   277.57461   -11.85453   3.06E-5   3.06E-5   19.99065  -0.77038   3.0161245965227543E-5   3.0088913939017715E-5   0.0     0.0      0.0    0.0     7.26E-5   6.5   1.15   0.6    21     none             NULL              
  G019.9967-00.7211   277.53286   -11.8264    3.92E-5   3.92E-5   19.99666  -0.72114   3.915570060366007E-5    3.898249328342194E-5    0.0     0.0      0.0    0.0     7.19E-5   5.1   1.24   0.6    17     none             NULL              
  G019.9973+00.1642   276.73273   -11.41458   3.89E-5   3.89E-5   19.99728  0.1642     3.87880217523896E-5     3.84992369087213E-5     0.0     0.0      0.0    0.0     7.41E-5   5.1   1.18   0.6    16     none             NULL              
  G019.9984+00.0535   276.83315   -11.46516   3.76E-5   3.76E-5   19.99835  0.05354    3.7332087285303294E-5   3.73443995755107E-5     0.0     0.0      0.0    0.0     7.15E-5   5.3   1.12   0.6    16     none             NULL              
  G020.0053+00.7382   276.21886   -11.13967   3.43E-5   3.43E-5   20.00533  0.73819    3.424062832061479E-5    3.377365863608933E-5    0.0     0.0      0.0    0.0     8.06E-5   5.8   0.83   0.5    13     none             G020.005+00.739   
  G020.0063-01.0257   277.81332   -11.95878   3.91E-5   3.91E-5   20.00634  -1.02569   3.9144143693283255E-5   3.8843398402631714E-5   0.0     0.0      0.0    0.0     1.55E-4   5.1   0.9    0.5    14     none             NULL              
  G020.0145+00.0472   276.84656   -11.45385   3.64E-5   3.64E-5   20.01448  0.04717    3.632007157202055E-5    3.6051452827627335E-5   0.0     0.0      0.0    0.0     7.85E-5   5.5   1.41   0.6    21     none             G020.014+00.047   
  G020.0157+01.0288   275.96212   -10.99457   3.21E-5   3.21E-5   20.01574  1.02877    3.213629994839639E-5    3.176258449975766E-5    0.0     0.0      0.0    0.0     1.4E-4    6.2   0.75   0.5    15     none             NULL              
  G020.0209-00.7429   277.56405   -11.81505   3.82E-5   3.82E-5   20.02086  -0.74294   3.837896125387202E-5    3.743811216567267E-5    0.0     0.0      0.0    0.0     6.83E-5   5.2   1.37   0.6    20     none             NULL              
  G020.0242-00.4922   277.33868   -11.6959    3.83E-5   3.83E-5   20.02416  -0.4922    3.855267266634216E-5    3.772944212410264E-5    0.0     0.0      0.0    0.0     5.96E-5   5.2   1.11   0.6    16     none             NULL              
  G020.0244+00.4811   276.45973   -11.24286   3.94E-5   3.94E-5   20.02442  0.48107    3.9030139626482804E-5   3.8702342591437034E-5   0.0     0.0      0.0    0.0     7.25E-5   5.1   1.32   0.6    18     none             NULL              
  G020.0271-00.2176   277.09178   -11.56585   3.89E-5   3.89E-5   20.02707  -0.21764   3.860015626817063E-5    3.791454975274447E-5    0.0     0.0      0.0    0.0     1.1E-4    5.1   1.47   0.6    21     none             NULL              
  G020.0279+00.5276   276.41946   -11.21804   3.88E-5   3.88E-5   20.02794  0.52758    3.839287220090727E-5    3.8445157799258844E-5   0.0     0.0      0.0    0.0     6.45E-5   5.1   1.2    0.6    17     none             NULL              
  G020.0283+00.3836   276.54944   -11.2849    3.78E-5   3.78E-5   20.02828  0.38363    3.7649225337088695E-5   3.740156798521125E-5    0.0     0.0      0.0    0.0     6.46E-5   5.3   1.2    0.6    17     none             NULL              
  G020.0301+00.6769   276.28588   -11.14643   3.91E-5   3.91E-5   20.03008  0.6769     3.902991005044395E-5    3.850819832795895E-5    0.0     0.0      0.0    0.0     6.43E-5   5.1   1.17   0.6    16     none             NULL              
  G020.0307-01.0245   277.82377   -11.9366    3.78E-5   3.78E-5   20.03073  -1.0245    3.7910726443017646E-5   3.7068077516425216E-5   0.0     0.0      0.0    0.0     1.45E-4   5.3   0.93   0.5    13     none             NULL              
  G020.0342-01.0507   277.84914   -11.94564   3.91E-5   3.91E-5   20.03419  -1.05068   3.8945197457757163E-5   3.872778202767708E-5    0.0     0.0      0.0    0.0     2.61E-4   5.1   1.85   0.7    26     none             NULL              
  G020.0345-01.0374   277.83722   -11.93925   3.55E-5   3.55E-5   20.03447  -1.03738   3.514264636145625E-5    3.510125087087272E-5    0.0     0.0      0.0    0.0     1.82E-4   5.6   1.67   0.7    27     none             NULL              
  G020.0437-01.0263   277.83155   -11.92594   3.3E-5    3.3E-5    20.04371  -1.02631   3.2607751913281545E-5   3.231254593558046E-5    0.0     0.0      0.0    0.0     1.52E-4   6.0   0.74   0.5    14     none             NULL              
  G020.0601+00.3862   276.56225   -11.25555   3.78E-5   3.78E-5   20.0601   0.38621    3.7295468974760936E-5   3.724634540495088E-5    0.0     0.0      0.0    0.0     6.67E-5   5.3   1.18   0.6    17     none             NULL              
  G020.0625+00.8552   276.14069   -11.03446   3.86E-5   3.86E-5   20.06249  0.85519    3.869315395981844E-5    3.8113989462446804E-5   0.0     0.0      0.0    0.0     6.31E-5   5.2   1.02   0.5    14     none             NULL              
  G020.0645+00.6460   276.33007   -11.13044   3.97E-5   3.97E-5   20.06447  0.64603    3.902636818989119E-5    3.8979104881769076E-5   0.0     0.0      0.0    0.0     6.19E-5   5.0   1.25   0.6    17     none             NULL              
  G020.0660-00.9706   277.7916    -11.88041   3.16E-5   3.16E-5   20.06601  -0.9706    3.123532194784192E-5    3.0956953120022305E-5   0.0     0.0      0.0    0.0     6.61E-5   6.3   1.03   0.6    18     none             G020.066-00.970   
  G020.0749+00.9322   276.07731   -10.98746   3.83E-5   3.83E-5   20.07494  0.93216    3.8634079722186314E-5   3.721429996269855E-5    0.0     0.0      0.0    0.0     7.75E-5   5.2   1.37   0.6    19     none             G020.076+00.932   
  G020.0751+00.9316   276.07792   -10.98761   3.93E-5   3.93E-5   20.07509  0.93157    3.878928567748211E-5    3.814632286002213E-5    0.0     0.0      0.0    0.0     7.79E-5   5.1   1.48   0.6    20     none             G020.076+00.932   
  G020.0785-00.7165   277.56736   -11.75171   3.74E-5   3.74E-5   20.0785   -0.71648   3.7257631436829865E-5   3.660306192107873E-5    0.0     0.0      0.0    0.0     6.33E-5   5.3   1.47   0.6    21     none             G020.078-00.717   
  G020.0804-00.1368   277.04405   -11.48112   3.38E-5   3.38E-5   20.08036  -0.13685   3.3346019227656944E-5   3.312181019746932E-5    0.0     0.0      0.01   0.0     5.13E-4   5.9   2.76   1.0    51     MidIR            G020.081-00.135   
  G020.0814-00.1366   277.04431   -11.48008   3.91E-5   3.91E-5   20.08141  -0.13659   3.884787625051465E-5    3.8175710558980395E-5   0.0     0.0      0.04   0.0     5.07E-4   5.1   11.08  2.0    196    none             G020.081-00.135   
  G020.0826+00.8332   276.17014   -11.02694   3.96E-5   3.96E-5   20.08265  0.83315    3.959339947284648E-5    3.92840422761697E-5     0.0     0.0      0.0    0.0     6.43E-5   5.0   1.04   0.5    14     none             NULL              
  G020.0828-00.6495   277.50882   -11.71689   3.97E-5   3.97E-5   20.0828   -0.64954   3.909587745774422E-5    3.938164823557991E-5    0.0     0.0      0.0    0.0     5.43E-5   5.0   1.06   0.5    14     none             NULL              
  G020.0856-00.9985   277.82615   -11.87596   3.91E-5   3.91E-5   20.08559  -0.99852   3.9201715029162364E-5   3.869116116201501E-5    0.0     0.0      0.0    0.0     8.09E-5   5.1   1.21   0.6    17     none             NULL              
  G020.0857-00.2756   277.172     -11.54084   3.79E-5   3.79E-5   20.08573  -0.27562   3.814312019742474E-5    3.7489702075855094E-5   0.0     0.0      0.0    0.0     6.02E-5   5.3   1.06   0.5    15     none             NULL              
  G020.0900+00.6316   276.35521   -11.11461   3.84E-5   3.84E-5   20.08999  0.63161    3.8138357006670794E-5   3.752312979568328E-5    0.0     0.0      0.0    0.0     5.98E-5   5.2   1.36   0.6    19     none             NULL              
  G020.0926+00.5609   276.42016   -11.14532   3.5E-5    3.5E-5    20.09257  0.56092    3.521720829865595E-5    3.489989837890942E-5    0.0     0.0      0.0    0.0     6.08E-5   5.7   0.99   0.5    15     none             NULL              
  G020.0941+00.5919   276.39301   -11.12951   3.95E-5   3.95E-5   20.09413  0.59185    3.918949823600728E-5    3.8377892638976565E-5   0.0     0.0      0.0    0.0     6.37E-5   5.0   1.05   0.5    14     none             NULL              
  G020.0974+00.1769   276.76886   -11.32009   3.96E-5   3.96E-5   20.0974   0.17686    3.90965258218919E-5     3.922784250468431E-5    0.0     0.0      0.0    0.0     6.49E-5   5.0   1.18   0.6    16     none             NULL              
  G020.1104-00.3202   277.22397   -11.53972   3.95E-5   3.95E-5   20.11036  -0.32019   3.921554294860559E-5    3.917650160934749E-5    0.0     0.0      0.0    0.0     6.09E-5   5.0   1.11   0.5    15     none             NULL              
  G020.1181+00.9784   276.05621   -10.92769   3.91E-5   3.91E-5   20.11809  0.97843    3.911749192418953E-5    3.8859240888807614E-5   0.0     0.0      0.0    0.0     7.72E-5   5.1   1.37   0.6    19     none             NULL              
  G020.1198-00.7144   277.58503   -11.71412   3.52E-5   3.52E-5   20.11984  -0.71439   3.539801272879197E-5    3.46220384191157E-5     0.0     0.0      0.0    0.0     5.44E-5   5.7   1.27   0.6    20     none             NULL              
  G020.1202+00.8226   276.19749   -10.99865   3.77E-5   3.77E-5   20.12021  0.82264    3.7497639483832326E-5   3.739639093098678E-5    0.0     0.0      0.0    0.0     6.4E-5    5.3   1.35   0.6    19     none             NULL              
  G020.1226-00.7642   277.63145   -11.73476   3.54E-5   3.54E-5   20.12259  -0.76424   3.5461835362621604E-5   3.4998983493360955E-5   0.0     0.0      0.0    0.0     4.99E-5   5.6   1.35   0.6    21     none             NULL              
  G020.1235+00.5300   276.4627    -11.13243   3.89E-5   3.89E-5   20.12345  0.53001    3.8503415333930816E-5   3.8010571790828705E-5   0.0     0.0      0.0    0.0     6.9E-5    5.1   1.46   0.6    20     none             NULL              
  G020.1245-00.9898   277.83664   -11.83746   3.93E-5   3.93E-5   20.12448  -0.98983   3.9112299296567714E-5   3.87180319884814E-5     0.0     0.0      0.0    0.0     7.26E-5   5.1   1.41   0.6    19     none             NULL              
  G020.1283+00.7548   276.2624    -11.02319   3.89E-5   3.89E-5   20.12829  0.75484    3.888048837622461E-5    3.799733532506463E-5    0.0     0.0      0.0    0.0     6.81E-5   5.1   1.3    0.6    18     none             NULL              
  G020.1312+00.7042   276.30943   -11.04423   3.95E-5   3.95E-5   20.13125  0.7042     3.951978279740305E-5    3.87873747500528E-5     0.0     0.0      0.0    0.0     6.27E-5   5.0   1.15   0.5    15     none             NULL              
  G020.1326-00.4762   277.37557   -11.59241   2.87E-5   2.87E-5   20.13261  -0.4762    2.874962321103549E-5    2.8553823510022516E-5   0.0     0.0      0.0    0.0     6.12E-5   7.0   1.1    0.6    21     none             NULL              
  G020.1354+01.0292   276.01871   -10.88865   3.62E-5   3.62E-5   20.13537  1.02924    3.597043368409805E-5    3.5540772755372416E-5   0.0     0.0      0.0    0.0     1.59E-4   5.5   0.8    0.5    13     none             NULL              
  G020.1364-00.3446   277.25838   -11.52796   3.05E-5   3.05E-5   20.13643  -0.3446    3.0189240580619427E-5   3.0293665429035536E-5   0.0     0.0      0.0    0.0     6.65E-5   6.5   1.49   0.7    27     none             G020.137-00.344   
  G020.1461+00.4523   276.54352   -11.14866   3.84E-5   3.84E-5   20.14609  0.4523     3.799545833850464E-5    3.776987462451567E-5    0.0     0.0      0.0    0.0     6.25E-5   5.2   1.22   0.6    17     none             NULL              
  G020.1473+00.4488   276.54726   -11.14927   3.94E-5   3.94E-5   20.14726  0.44877    3.894508793504017E-5    3.849803152103367E-5    0.0     0.0      0.0    0.0     6.71E-5   5.1   1.27   0.6    17     none             NULL              
  G020.1505+00.9463   276.10051   -10.91409   3.98E-5   3.98E-5   20.15045  0.94634    3.925361227822777E-5    3.8972044485739927E-5   0.0     0.0      0.0    0.0     6.71E-5   5.0   1.13   0.5    15     none             NULL              
  G020.1606-00.0853   277.03548   -11.38611   3.97E-5   3.97E-5   20.16058  -0.08525   3.948120114471867E-5    3.9081108341482664E-5   0.0     0.0      0.0    0.0     8.43E-5   5.0   1.11   0.5    15     none             NULL              
  G020.1650-00.6124   277.51407   -11.62681   3.5E-5    3.5E-5    20.16502  -0.61236   3.481190720502289E-5    3.410126861473982E-5    0.0     0.0      0.0    0.0     5.51E-5   5.7   1.32   0.6    20     none             NULL              
  G020.1714-00.2650   277.20297   -11.46007   3.78E-5   3.78E-5   20.17135  -0.26499   3.7923166269893107E-5   3.692471208287393E-5    0.0     0.0      0.0    0.0     6.46E-5   5.3   1.46   0.6    21     none             NULL              
  G020.1786-00.5734   277.48526   -11.59669   3.9E-5    3.9E-5    20.17864  -0.57339   3.9168579375920634E-5   3.84795460141477E-5     0.0     0.0      0.0    0.0     5.89E-5   5.1   1.16   0.6    16     none             NULL              
  G020.1814+00.4743   276.54042   -11.10719   3.69E-5   3.69E-5   20.18135  0.47433    3.6503326405902746E-5   3.613256527189968E-5    0.0     0.0      0.0    0.0     6.42E-5   5.4   1.25   0.6    18     none             NULL              
  G020.1839-01.0669   277.93452   -11.82041   3.94E-5   3.94E-5   20.18388  -1.06689   3.907848155182471E-5    3.88164017645281E-5     0.0     0.0      0.0    0.0     6.37E-4   5.1   1.44   0.6    20     none             NULL              
  G020.1845-00.6624   277.56854   -11.63275   3.87E-5   3.87E-5   20.18448  -0.6624    3.840765982170216E-5    3.772569907217872E-5    0.0     0.0      0.0    0.0     4.86E-5   5.1   1.14   0.6    16     none             NULL              
  G020.1926+00.2248   276.77083   -11.21351   3.93E-5   3.93E-5   20.19262  0.22478    3.8998749507524094E-5   3.873864253569445E-5    0.0     0.0      0.0    0.0     6.26E-5   5.1   1.39   0.6    19     none             NULL              
  G020.1937+00.6742   276.36618   -11.00304   3.79E-5   3.79E-5   20.19369  0.67417    3.79756684703878E-5     3.7664472341543744E-5   0.0     0.0      0.0    0.0     7.55E-5   5.2   1.25   0.6    18     none             G020.195+00.675   
  G020.1956-00.7750   277.67574   -11.675     3.82E-5   3.82E-5   20.19564  -0.77501   3.8040491454213034E-5   3.736779565956591E-5    0.0     0.0      0.0    0.0     5.09E-5   5.2   1.52   0.6    21     none             NULL              
  G020.1988+00.6373   276.40181   -11.01576   3.38E-5   3.38E-5   20.19876  0.63731    3.327673112669401E-5    3.304999389187283E-5    0.0     0.0      0.0    0.0     6.62E-5   5.9   1.07   0.6    17     none             G020.198+00.638   
  G020.2006+00.8108   276.2464    -10.93313   3.76E-5   3.76E-5   20.20058  0.81081    3.785461866713481E-5    3.7057228685521076E-5   0.0     0.0      0.0    0.0     6.56E-5   5.3   1.48   0.6    21     none             NULL              
  G020.2034+00.1289   276.86246   -11.2486    3.4E-5    3.4E-5    20.2034   0.1289     3.3955385512763E-5      3.3333842552147525E-5   0.0     0.0      0.0    0.0     6.34E-5   5.9   1.05   0.6    17     none             NULL              
  G020.2065-00.0165   276.99521   -11.31353   3.95E-5   3.95E-5   20.20648  -0.01654   3.9214364077002806E-5   3.902046806170447E-5    0.0     0.0      0.0    0.0     7.06E-5   5.0   1.24   0.6    17     none             NULL              
  G020.2066-00.4646   277.40005   -11.52151   3.89E-5   3.89E-5   20.20655  -0.46457   3.86394295463107E-5     3.8164050645194767E-5   0.0     0.0      0.0    0.0     5.88E-5   5.1   1.62   0.7    23     none             NULL              
  G020.2124-00.0779   277.05341   -11.3368    3.74E-5   3.74E-5   20.21241  -0.07789   3.719212274344117E-5    3.6591729493163565E-5   0.0     0.0      0.0    0.0     7.57E-5   5.3   1.49   0.7    22     none             G020.215-00.079   
  G020.2174-00.0726   277.05099   -11.32992   3.92E-5   3.92E-5   20.21739  -0.0726    3.8973973000445115E-5   3.8592081981744275E-5   0.0     0.0      0.0    0.0     6.79E-5   5.1   1.13   0.5    15     none             NULL              
  G020.2209+00.2457   276.76535   -11.17878   3.68E-5   3.68E-5   20.22086  0.24571    3.6516519678694765E-5   3.637431686718071E-5    0.0     0.0      0.0    0.0     6.59E-5   5.4   1.14   0.6    17     none             NULL              
  G020.2212-01.0257   277.91485   -11.7683    3.85E-5   3.85E-5   20.2212   -1.02575   3.886607777736622E-5    3.815856541100379E-5    0.0     0.0      0.0    0.0     1.36E-4   5.2   0.8    0.5    12     none             NULL              
  G020.2271-01.0262   277.91803   -11.76329   3.69E-5   3.69E-5   20.22709  -1.02619   3.6601092528302177E-5   3.612095960927137E-5    0.0     0.0      0.0    0.0     1.33E-4   5.4   0.84   0.5    14     none             NULL              
  G020.2298+00.0984   276.90249   -11.23945   3.92E-5   3.92E-5   20.22977  0.09841    3.9018818756609994E-5   3.821398501445838E-5    0.0     0.0      0.0    0.0     6.51E-5   5.1   0.98   0.5    13     none             NULL              
  G020.2298+00.1293   276.87462   -11.22505   3.86E-5   3.86E-5   20.2298   0.1293     3.825747687395675E-5    3.825082812378738E-5    0.0     0.0      0.0    0.0     6.25E-5   5.1   1.39   0.6    20     none             NULL              
  G020.2345-00.4148   277.36831   -11.47367   3.53E-5   3.53E-5   20.23451  -0.41484   3.486354048460086E-5    3.504193360221274E-5    0.0     0.0      0.0    0.0     5.66E-5   5.6   1.28   0.6    20     none             NULL              
  G020.2391+00.7290   276.33834   -10.9373    3.88E-5   3.88E-5   20.23906  0.72904    3.8860549833427815E-5   3.869805737485015E-5    0.0     0.0      0.0    0.0     6.42E-5   5.1   1.09   0.5    15     none             NULL              
  G020.2406-00.4969   277.44537   -11.50631   3.11E-5   3.11E-5   20.2406   -0.49687   3.114383650750735E-5    3.0493148328818118E-5   0.0     0.0      0.0    0.0     6.55E-5   6.4   1.34   0.7    24     none             G020.240-00.497   
  G020.2429+00.7590   276.31318   -10.91991   3.4E-5    3.4E-5    20.2429   0.75901    3.385460756283202E-5    3.384529221824427E-5    0.0     0.0      0.0    0.0     6.3E-5    5.9   1.19   0.6    19     none             G020.242+00.759   
  G020.2457-00.5980   277.5392    -11.54867   3.52E-5   3.52E-5   20.24568  -0.59797   3.4998730179967365E-5   3.485112388328664E-5    0.0     0.0      0.0    0.0     5.56E-5   5.6   1.27   0.6    20     none             NULL              
  G020.2477-00.1686   277.15202   -11.34768   3.96E-5   3.96E-5   20.2477   -0.16856   3.951172950287884E-5    3.904851699360086E-5    0.0     0.0      0.0    0.0     6.11E-5   5.0   1.26   0.6    17     none             NULL              
  G020.2555+00.7922   276.28923   -10.89328   3.95E-5   3.95E-5   20.25547  0.79223    3.976604855660961E-5    3.9188407493485717E-5   0.0     0.0      0.0    0.0     6.05E-5   5.0   1.16   0.5    15     none             NULL              
  G020.2625+00.0074   277.00011   -11.25284   3.24E-5   3.24E-5   20.26245  0.00742    3.23928117341852E-5     3.234865788856687E-5    0.0     0.0      0.0    0.0     7.48E-5   6.2   1.09   0.6    18     none             NULL              
  G020.2771+00.6346   276.44153   -10.94774   3.82E-5   3.82E-5   20.27712  0.63457    3.801825956715384E-5    3.798625857940785E-5    0.0     0.0      0.0    0.0     6.65E-5   5.2   1.31   0.6    19     none             NULL              
  G020.2792+00.2726   276.7688    -11.11462   3.75E-5   3.75E-5   20.27921  0.27259    3.730095986097032E-5    3.68391135351556E-5     0.0     0.0      0.0    0.0     7.26E-5   5.3   1.22   0.6    18     none             NULL              
  G020.2802+00.0622   276.95914   -11.21163   3.8E-5    3.8E-5    20.28024  0.06215    3.7801761537490484E-5   3.7318323301922855E-5   0.0     0.0      0.0    0.0     6.89E-5   5.2   1.39   0.6    19     none             G020.280+00.063   
  G020.2872-00.2410   277.23617   -11.34633   2.93E-5   2.93E-5   20.2872   -0.241     2.9086355195967357E-5   2.8684403000922833E-5   0.0     0.0      0.0    0.0     5.69E-5   6.8   1.01   0.6    19     none             NULL              
  G020.2912+00.0262   276.99674   -11.21867   3.21E-5   3.21E-5   20.29116  0.02623    3.1790001250407295E-5   3.12495188341022E-5     0.0     0.0      0.0    0.0     7.26E-5   6.2   1.26   0.6    21     none             NULL              
  G020.2950+00.1786   276.86108   -11.14442   3.78E-5   3.78E-5   20.29499  0.17858    3.7393704135761965E-5   3.712615231774792E-5    0.0     0.0      0.0    0.0     6.52E-5   5.3   1.31   0.6    19     none             NULL              
